sep=;
purchase_id;purchase_timestamp;delivery_timestamp;delivery_company
20055;2021-04-08T08:57:05;2021-04-13T08:58:09;360
20056;2021-01-18T16:41:42;2021-01-21T16:41:49;516
20057;2021-02-09T22:22:43;2021-02-13T22:25:26;360
20058;2021-02-26T17:03:48;2021-03-02T17:05:11;516
20059;2021-02-22T04:14:38;2021-02-24T04:17:30;620
20060;2021-01-29T13:00:26;2021-02-01T13:04:29;516
20061;2021-04-03T16:35:04;2021-04-05T16:39:08;516
20062;2021-01-24T17:26:22;2021-01-27T17:30:02;360
20063;2021-02-13T17:35:09;2021-02-18T17:38:42;516
20064;2021-01-13T14:42:49;2021-01-18T14:42:58;360
20065;2021-04-09T07:34:36;2021-04-13T07:36:59;360
20066;2021-03-21T07:46:57;2021-03-25T07:51:48;620
20067;2021-03-23T00:39:09;2021-03-28T00:42:33;360
20068;2021-04-06T03:13:21;2021-04-10T03:16:52;516
20069;2021-01-31T03:28:26;2021-02-04T03:32:27;620
20070;2021-01-31T02:25:03;2021-02-05T02:30:01;516
20071;2021-02-13T11:11:49;2021-02-17T11:16:12;620
20072;2021-01-20T20:09:55;2021-01-24T20:14:32;516
20073;2021-03-26T17:19:25;2021-03-30T17:22:40;360
20074;2021-04-06T19:35:32;2021-04-10T19:37:06;360
20075;2021-01-27T15:44:26;2021-02-01T15:48:15;516
20076;2021-04-02T23:54:50;2021-04-05T23:58:18;360
20077;2021-01-26T13:21:00;2021-01-31T13:25:35;516
20078;2021-01-23T17:47:24;2021-01-28T17:51:53;360
20079;2021-04-07T15:00:26;2021-04-09T15:01:30;620
20080;2021-04-01T22:31:33;2021-04-06T22:35:29;360
20081;2021-02-23T08:12:21;2021-02-27T08:12:51;516
20082;2021-02-26T13:47:57;2021-03-02T13:52:55;516
20083;2021-01-20T11:57:06;2021-01-24T11:57:17;360
20084;2021-03-03T06:55:29;2021-03-05T06:56:20;360
20085;2021-02-16T23:02:56;2021-02-20T23:07:53;360
20086;2021-03-18T21:30:32;2021-03-22T21:32:12;360
20087;2021-03-26T14:02:59;2021-03-31T14:04:42;360
20088;2021-01-19T14:58:50;2021-01-22T14:59:27;360
20089;2021-03-19T01:31:35;2021-03-23T01:32:21;620
20090;2021-01-11T19:46:09;2021-01-15T19:50:25;516
20091;2021-01-17T06:05:50;2021-01-22T06:07:30;516
20092;2021-02-02T19:14:43;2021-02-05T19:15:06;360
20093;2021-01-01T19:31:33;2021-01-06T19:34:35;620
20094;2021-01-31T01:31:00;2021-02-02T01:32:42;516
20095;2021-03-16T15:04:15;2021-03-21T15:05:35;620
20096;2021-02-16T18:19:51;2021-02-20T18:21:17;360
20097;2021-02-20T15:07:25;2021-02-22T15:09:21;360
20098;2021-02-13T02:41:32;2021-02-15T02:42:05;360
20099;2021-02-18T13:58:21;2021-02-22T14:00:41;620
20100;2021-01-08T14:21:52;2021-01-13T14:24:56;620
20101;2021-03-13T07:47:23;2021-03-15T07:51:23;620
20102;2021-04-01T17:34:15;2021-04-05T17:38:52;516
20103;2021-01-05T16:23:14;2021-01-09T16:28:00;516
20104;2021-03-04T14:45:31;2021-03-06T14:46:29;620
20105;2021-02-22T05:31:26;2021-02-25T05:36:19;620
20106;2021-01-08T20:57:17;2021-01-13T20:57:34;620
20107;2021-01-16T03:53:31;2021-01-19T03:57:28;516
20108;2021-03-12T11:35:00;2021-03-16T11:39:08;620
20109;2021-03-31T23:17:47;2021-04-03T23:18:31;360
20110;2021-02-28T09:53:54;2021-03-02T09:56:17;620
20111;2021-03-25T11:21:14;2021-03-27T11:22:46;516
20112;2021-02-24T12:35:54;2021-02-26T12:36:51;360
20113;2021-01-23T18:54:04;2021-01-25T18:57:37;620
20114;2021-04-10T23:59:10;2021-04-16T00:01:06;516
20115;2021-03-24T17:46:33;2021-03-28T17:49:18;620
20116;2021-03-04T20:55:28;2021-03-09T20:59:55;620
20117;2021-01-08T11:59:51;2021-01-12T12:03:02;360
20118;2021-04-10T16:08:10;2021-04-12T16:08:36;620
20119;2021-04-07T20:33:00;2021-04-11T20:37:15;516
20120;2021-02-26T21:13:32;2021-03-02T21:17:42;360
20121;2021-03-12T11:27:09;2021-03-15T11:28:47;516
20122;2021-01-04T12:38:19;2021-01-07T12:41:12;620
20123;2021-03-06T10:09:17;2021-03-10T10:11:47;620
20124;2021-03-23T01:10:37;2021-03-27T01:12:48;360
20125;2021-04-05T02:37:38;2021-04-09T02:39:09;516
20126;2021-04-13T02:59:24;2021-04-16T03:03:26;620
20127;2021-04-06T17:02:24;2021-04-11T17:06:28;620
20128;2021-04-05T17:10:07;2021-04-09T17:13:39;516
20129;2021-01-21T18:29:50;2021-01-24T18:33:46;360
20130;2021-03-24T14:14:42;2021-03-28T14:18:12;620
20131;2021-02-25T09:23:13;2021-03-02T09:26:28;360
20132;2021-01-11T22:09:26;2021-01-15T22:11:11;516
20133;2021-03-22T02:55:18;2021-03-27T02:56:22;360
20134;2021-03-07T23:27:56;2021-03-09T23:28:45;620
20135;2021-03-16T01:08:31;2021-03-21T01:09:40;620
20136;2021-01-30T04:26:13;2021-02-02T04:27:30;516
20137;2021-03-18T20:24:14;2021-03-20T20:27:23;620
20138;2021-03-14T08:55:15;2021-03-17T08:56:17;360
20139;2021-01-10T01:02:36;2021-01-14T01:04:53;516
20140;2021-02-10T02:43:53;2021-02-12T02:48:32;620
20141;2021-03-29T03:07:20;2021-03-31T03:07:47;360
20142;2021-01-02T01:46:16;2021-01-07T01:48:01;620
20143;2021-03-07T11:08:40;2021-03-09T11:09:20;516
20144;2021-02-20T16:54:48;2021-02-22T16:56:10;360
20145;2021-01-05T06:15:49;2021-01-10T06:19:16;360
20146;2021-03-02T22:23:16;2021-03-04T22:26:56;360
20147;2021-01-05T05:05:03;2021-01-08T05:05:23;360
20148;2021-02-02T15:24:20;2021-02-07T15:28:48;516
20149;2021-03-08T14:25:09;2021-03-13T14:27:22;620
20150;2021-02-03T09:26:38;2021-02-07T09:27:08;516
20151;2021-03-25T08:30:53;2021-03-30T08:32:41;620
20152;2021-04-15T15:59:53;2021-04-19T16:01:35;360
20153;2021-02-05T10:17:21;2021-02-09T10:17:32;620
20154;2021-01-09T21:00:49;2021-01-11T21:05:47;360
20155;2021-03-22T07:25:37;2021-03-26T07:29:07;620
20156;2021-03-11T00:39:21;2021-03-13T00:43:45;360
20157;2021-04-09T03:00:20;2021-04-13T03:02:47;620
20158;2021-03-13T11:21:33;2021-03-15T11:24:09;620
20159;2021-02-27T23:03:14;2021-03-02T23:03:21;516
20160;2021-02-04T17:23:01;2021-02-08T17:25:23;360
20161;2021-02-03T21:09:05;2021-02-06T21:10:04;360
20162;2021-01-23T06:25:20;2021-01-28T06:28:46;360
20163;2021-03-19T06:08:51;2021-03-21T06:10:02;360
20164;2021-03-27T14:01:42;2021-03-29T14:05:27;360
20165;2021-03-29T22:51:28;2021-04-02T22:52:41;360
20166;2021-02-25T15:26:10;2021-02-28T15:30:35;360
20167;2021-01-01T06:51:44;2021-01-06T06:54:41;516
20168;2021-02-20T22:18:27;2021-02-25T22:22:54;360
20169;2021-01-02T10:30:52;2021-01-05T10:34:37;360
20170;2021-02-21T04:51:09;2021-02-23T04:53:21;360
20171;2021-03-03T05:38:45;2021-03-05T05:40:30;516
20172;2021-04-04T21:55:43;2021-04-06T21:59:35;516
20173;2021-03-18T15:31:05;2021-03-20T15:34:20;516
20174;2021-03-19T02:57:49;2021-03-22T03:01:39;620
20175;2021-03-11T21:15:11;2021-03-15T21:18:45;516
20176;2021-01-09T05:24:28;2021-01-12T05:28:48;620
20177;2021-02-11T09:10:23;2021-02-14T09:13:51;516
20178;2021-01-18T09:22:06;2021-01-23T09:25:02;516
20179;2021-02-01T15:03:49;2021-02-03T15:04:21;620
20180;2021-01-17T16:55:32;2021-01-19T16:59:36;360
20181;2021-01-12T04:06:33;2021-01-17T04:09:05;516
20182;2021-02-21T11:36:56;2021-02-23T11:37:25;620
20183;2021-01-09T01:22:12;2021-01-11T01:24:44;620
20184;2021-02-14T17:43:46;2021-02-18T17:47:07;360
20185;2021-01-22T10:59:45;2021-01-25T11:03:20;360
20186;2021-02-06T02:22:43;2021-02-09T02:24:01;516
20187;2021-01-02T07:26:09;2021-01-07T07:28:26;360
20188;2021-04-10T23:51:16;2021-04-15T23:55:40;360
20189;2021-02-18T07:46:38;2021-02-21T07:47:52;516
20190;2021-01-25T07:32:12;2021-01-29T07:35:37;516
20191;2021-02-10T01:55:15;2021-02-12T01:58:47;516
20192;2021-03-26T12:46:07;2021-03-31T12:47:41;516
20193;2021-02-17T06:04:02;2021-02-19T06:04:15;516
20194;2021-02-07T14:00:05;2021-02-11T14:02:47;516
20195;2021-01-11T19:58:39;2021-01-14T20:01:04;360
20196;2021-04-15T21:24:01;2021-04-18T21:26:21;516
20197;2021-03-01T23:18:14;2021-03-05T23:21:54;360
20198;2021-02-14T10:14:21;2021-02-18T10:17:53;516
20199;2021-02-23T22:12:59;2021-02-27T22:15:07;360
20200;2021-01-10T11:41:05;2021-01-13T11:42:48;516
20201;2021-01-25T15:42:14;2021-01-29T15:45:18;620
20202;2021-03-01T09:10:32;2021-03-04T09:11:02;516
20203;2021-04-02T08:42:45;2021-04-07T08:44:08;360
20204;2021-04-01T05:05:31;2021-04-04T05:09:20;360
20205;2021-03-17T16:08:16;2021-03-22T16:11:06;360
20206;2021-02-12T09:43:19;2021-02-15T09:45:21;620
20207;2021-01-14T01:59:30;2021-01-19T02:04:03;620
20208;2021-02-08T14:21:29;2021-02-11T14:23:19;516
20209;2021-01-06T08:40:13;2021-01-08T08:44:06;360
20210;2021-04-06T08:28:05;2021-04-10T08:28:53;360
20211;2021-02-27T03:54:36;2021-03-04T03:56:08;620
20212;2021-02-28T22:18:23;2021-03-02T22:23:07;516
20213;2021-03-11T19:47:32;2021-03-15T19:47:53;516
20214;2021-03-21T00:45:09;2021-03-24T00:49:59;620
20215;2021-01-22T03:15:23;2021-01-25T03:20:10;360
20216;2021-01-20T19:45:48;2021-01-22T19:48:02;360
20217;2021-01-13T06:01:11;2021-01-17T06:04:08;516
20218;2021-01-12T09:59:39;2021-01-14T09:59:54;516
20219;2021-01-25T13:04:20;2021-01-28T13:08:12;516
20220;2021-04-09T15:48:36;2021-04-12T15:53:05;360
20221;2021-01-01T05:43:02;2021-01-05T05:43:18;516
20222;2021-01-20T23:34:58;2021-01-25T23:36:03;360
20223;2021-04-11T08:30:33;2021-04-14T08:34:10;516
20224;2021-04-13T06:16:53;2021-04-15T06:21:50;620
20225;2021-04-09T04:25:55;2021-04-13T04:30:15;360
20226;2021-01-11T01:20:33;2021-01-14T01:20:38;516
20227;2021-03-17T16:41:08;2021-03-22T16:45:53;620
20228;2021-01-15T23:11:17;2021-01-17T23:12:08;360
20229;2021-01-14T00:08:10;2021-01-17T00:12:26;516
20230;2021-02-27T18:39:22;2021-03-03T18:43:33;360
20231;2021-01-02T14:52:48;2021-01-07T14:57:34;516
20232;2021-02-05T15:38:51;2021-02-10T15:42:08;620
20233;2021-03-03T00:12:18;2021-03-07T00:15:19;516
20234;2021-03-28T23:11:41;2021-03-31T23:13:42;360
20235;2021-01-07T03:49:12;2021-01-10T03:53:56;360
20236;2021-01-06T14:42:16;2021-01-09T14:47:02;360
20237;2021-02-14T12:41:27;2021-02-16T12:41:44;620
20238;2021-02-07T20:21:24;2021-02-10T20:23:19;360
20239;2021-02-26T19:49:34;2021-03-03T19:50:22;620
20240;2021-02-04T03:58:45;2021-02-06T03:59:15;620
20241;2021-01-24T08:48:19;2021-01-28T08:52:18;360
20242;2021-01-14T12:06:17;2021-01-19T12:08:30;620
20243;2021-02-18T08:20:08;2021-02-22T08:23:07;360
20244;2021-01-15T22:55:51;2021-01-18T22:58:05;360
20245;2021-04-04T12:39:37;2021-04-06T12:40:22;360
20246;2021-03-04T20:02:01;2021-03-07T20:05:51;360
20247;2021-02-19T16:19:12;2021-02-23T16:22:06;620
20248;2021-03-09T01:22:24;2021-03-13T01:24:59;620
20249;2021-01-13T12:46:46;2021-01-16T12:51:12;620
20250;2021-01-15T04:39:43;2021-01-19T04:42:42;360
20251;2021-03-13T16:26:52;2021-03-15T16:27:03;620
20252;2021-02-16T08:20:01;2021-02-19T08:21:12;516
20253;2021-01-28T05:26:55;2021-02-01T05:27:24;516
20254;2021-04-01T13:15:10;2021-04-06T13:16:00;360
20255;2021-04-02T08:04:00;2021-04-06T08:04:40;620
20256;2021-02-10T14:09:00;2021-02-13T14:10:56;516
20257;2021-04-09T13:51:52;2021-04-14T13:53:47;360
20258;2021-02-05T15:01:59;2021-02-07T15:04:42;360
20259;2021-01-18T18:46:00;2021-01-20T18:47:14;360
20260;2021-02-23T10:43:54;2021-02-26T10:47:46;360
20261;2021-02-26T18:43:09;2021-02-28T18:47:33;620
20262;2021-02-18T17:24:09;2021-02-22T17:25:36;516
20263;2021-04-15T11:32:56;2021-04-19T11:33:21;516
20264;2021-04-01T15:39:23;2021-04-04T15:40:07;516
20265;2021-01-15T21:06:22;2021-01-18T21:11:12;516
20266;2021-02-08T11:59:56;2021-02-13T12:02:58;620
20267;2021-02-17T06:38:26;2021-02-22T06:39:29;516
20268;2021-02-09T19:35:30;2021-02-12T19:36:58;360
20269;2021-02-24T21:31:03;2021-02-28T21:32:04;516
20270;2021-01-26T20:43:29;2021-01-28T20:46:16;516
20271;2021-02-02T22:44:25;2021-02-05T22:46:55;516
20272;2021-02-13T11:25:48;2021-02-15T11:25:53;360
20273;2021-03-26T14:34:21;2021-03-28T14:34:54;516
20274;2021-02-28T05:04:22;2021-03-04T05:07:11;516
20275;2021-02-11T10:59:51;2021-02-15T11:02:01;620
20276;2021-01-29T10:51:39;2021-01-31T10:52:41;516
20277;2021-04-14T23:02:35;2021-04-16T23:04:14;360
20278;2021-03-17T04:12:14;2021-03-20T04:15:34;516
20279;2021-01-03T11:21:42;2021-01-07T11:22:55;516
20280;2021-01-29T05:29:28;2021-02-03T05:32:56;620
20281;2021-01-11T04:08:21;2021-01-16T04:11:32;516
20282;2021-01-15T14:39:40;2021-01-18T14:43:03;516
20283;2021-01-20T07:41:34;2021-01-24T07:42:13;620
20284;2021-02-19T04:41:00;2021-02-22T04:41:22;360
20285;2021-03-11T11:06:03;2021-03-14T11:10:22;620
20286;2021-03-17T03:21:06;2021-03-19T03:23:23;360
20287;2021-03-16T06:14:53;2021-03-18T06:19:00;360
20288;2021-03-03T00:55:46;2021-03-05T00:57:45;516
20289;2021-02-26T11:52:57;2021-03-01T11:53:51;516
20290;2021-01-05T23:35:09;2021-01-09T23:38:13;516
20291;2021-01-28T15:13:54;2021-02-01T15:17:34;620
20292;2021-03-09T10:56:54;2021-03-12T10:59:56;360
20293;2021-04-06T06:31:24;2021-04-08T06:35:13;620
20294;2021-02-14T15:11:39;2021-02-17T15:12:45;360
20295;2021-04-13T21:02:15;2021-04-15T21:02:45;516
20296;2021-02-05T01:40:53;2021-02-09T01:42:53;620
20297;2021-04-09T21:34:57;2021-04-12T21:38:06;360
20298;2021-03-18T01:58:33;2021-03-21T02:02:33;516
20299;2021-04-01T19:16:38;2021-04-05T19:17:49;620
20300;2021-02-22T17:21:21;2021-02-24T17:21:43;360
20301;2021-03-13T23:41:13;2021-03-16T23:44:50;516
20302;2021-02-23T19:01:54;2021-02-25T19:04:03;620
20303;2021-03-03T03:01:11;2021-03-06T03:02:33;360
20304;2021-04-04T19:36:29;2021-04-08T19:39:35;620
20305;2021-03-20T23:13:14;2021-03-22T23:16:54;620
20306;2021-04-06T18:37:03;2021-04-11T18:38:23;620
20307;2021-02-02T01:59:33;2021-02-04T02:01:26;516
20308;2021-02-19T10:58:16;2021-02-24T11:02:01;360
20309;2021-03-13T04:37:53;2021-03-18T04:42:50;360
20310;2021-02-19T06:17:53;2021-02-22T06:20:59;516
20311;2021-01-20T06:12:51;2021-01-22T06:14:19;620
20312;2021-03-06T17:53:36;2021-03-08T17:57:19;620
20313;2021-03-29T09:16:10;2021-04-02T09:16:56;516
20314;2021-02-04T10:16:22;2021-02-08T10:17:04;620
20315;2021-02-09T04:58:13;2021-02-12T05:02:59;516
20316;2021-01-03T05:23:03;2021-01-07T05:27:21;516
20317;2021-04-11T17:09:54;2021-04-15T17:14:13;360
20318;2021-01-06T17:18:13;2021-01-10T17:22:00;516
20319;2021-01-27T04:21:17;2021-01-29T04:24:05;360
20320;2021-03-02T12:07:29;2021-03-04T12:07:37;516
20321;2021-03-24T09:53:53;2021-03-27T09:56:23;360
20322;2021-01-20T13:49:46;2021-01-22T13:51:47;620
20323;2021-02-16T07:29:14;2021-02-21T07:30:47;360
20324;2021-02-14T10:38:48;2021-02-19T10:41:38;516
20325;2021-02-03T19:45:45;2021-02-05T19:48:56;360
20326;2021-03-29T21:59:21;2021-04-02T22:03:01;620
20327;2021-03-25T23:36:47;2021-03-28T23:39:39;620
20328;2021-01-08T20:15:26;2021-01-12T20:18:52;620
20329;2021-01-16T04:09:27;2021-01-20T04:14:13;620
20330;2021-03-07T19:01:56;2021-03-09T19:06:18;516
20331;2021-01-18T04:15:35;2021-01-23T04:18:40;516
20332;2021-01-25T05:24:07;2021-01-30T05:24:49;360
20333;2021-02-02T06:54:48;2021-02-05T06:58:34;620
20334;2021-01-04T04:42:40;2021-01-09T04:44:41;360
20335;2021-01-05T01:09:52;2021-01-10T01:10:19;620
20336;2021-02-09T13:47:36;2021-02-13T13:48:04;516
20337;2021-02-21T15:27:54;2021-02-24T15:32:19;620
20338;2021-01-31T10:12:22;2021-02-04T10:13:00;620
20339;2021-04-08T11:22:45;2021-04-13T11:25:04;516
20340;2021-03-23T04:29:03;2021-03-25T04:31:17;516
20341;2021-03-26T07:23:24;2021-03-28T07:27:08;360
20342;2021-01-16T23:24:29;2021-01-20T23:28:59;620
20343;2021-01-19T02:48:37;2021-01-22T02:52:09;516
20344;2021-02-10T22:51:46;2021-02-12T22:54:03;516
20345;2021-04-14T03:46:19;2021-04-16T03:46:36;516
20346;2021-02-26T03:05:08;2021-03-03T03:09:44;360
20347;2021-01-31T11:09:30;2021-02-05T11:11:33;360
20348;2021-04-05T10:18:15;2021-04-09T10:22:38;360
20349;2021-01-23T02:50:35;2021-01-28T02:52:57;620
20350;2021-01-04T00:21:54;2021-01-07T00:22:57;360
20351;2021-03-04T20:57:07;2021-03-07T20:59:02;620
20352;2021-01-27T03:53:03;2021-02-01T03:57:44;516
20353;2021-04-14T08:24:23;2021-04-17T08:28:47;516
20354;2021-01-12T11:30:22;2021-01-15T11:34:45;360
20355;2021-01-03T00:56:06;2021-01-07T00:56:15;516
20356;2021-01-28T11:41:44;2021-02-01T11:42:19;516
20357;2021-01-10T15:34:18;2021-01-14T15:34:57;516
20358;2021-03-01T16:32:14;2021-03-06T16:34:14;516
20359;2021-03-13T19:50:07;2021-03-17T19:54:11;360
20360;2021-02-14T09:36:25;2021-02-18T09:38:13;516
20361;2021-02-08T16:32:18;2021-02-10T16:34:00;360
20362;2021-02-05T18:48:15;2021-02-07T18:53:03;620
20363;2021-03-24T11:15:10;2021-03-27T11:15:53;360
20364;2021-04-11T12:09:28;2021-04-13T12:10:46;360
20365;2021-01-15T16:55:36;2021-01-20T16:55:44;516
20366;2021-02-24T19:50:19;2021-02-27T19:53:06;620
20367;2021-04-14T22:10:05;2021-04-17T22:12:28;360
20368;2021-02-15T16:44:57;2021-02-20T16:45:38;620
20369;2021-04-02T15:26:01;2021-04-05T15:26:35;620
20370;2021-01-12T03:36:08;2021-01-14T03:37:10;360
20371;2021-01-14T20:52:19;2021-01-17T20:54:18;360
20372;2021-03-20T15:07:38;2021-03-22T15:12:31;516
20373;2021-01-23T15:56:53;2021-01-26T15:59:25;620
20374;2021-02-09T04:55:01;2021-02-13T04:58:55;620
20375;2021-02-12T11:26:40;2021-02-16T11:28:07;516
20376;2021-03-30T01:53:00;2021-04-03T01:56:45;620
20377;2021-02-15T18:54:19;2021-02-19T18:55:23;516
20378;2021-03-13T13:27:16;2021-03-15T13:28:52;516
20379;2021-01-18T16:33:57;2021-01-22T16:36:30;516
20380;2021-02-28T06:47:57;2021-03-02T06:49:48;360
20381;2021-01-08T07:19:53;2021-01-13T07:24:29;360
20382;2021-01-27T04:50:17;2021-01-30T04:51:45;360
20383;2021-04-08T00:28:59;2021-04-11T00:29:26;516
20384;2021-03-09T04:54:50;2021-03-14T04:55:48;620
20385;2021-02-10T15:57:08;2021-02-14T16:00:17;516
20386;2021-02-11T13:39:31;2021-02-15T13:42:06;516
20387;2021-01-03T13:36:33;2021-01-05T13:39:46;360
20388;2021-02-06T02:31:23;2021-02-11T02:33:15;620
20389;2021-02-04T22:56:58;2021-02-06T22:59:48;620
20390;2021-04-11T02:16:04;2021-04-14T02:18:36;620
20391;2021-02-10T22:42:01;2021-02-14T22:43:50;360
20392;2021-03-13T00:57:09;2021-03-18T01:01:05;360
20393;2021-02-04T22:08:16;2021-02-08T22:08:57;516
20394;2021-01-22T12:33:50;2021-01-24T12:36:33;516
20395;2021-03-31T02:06:28;2021-04-04T02:11:09;360
20396;2021-03-28T01:09:28;2021-03-30T01:11:40;620
20397;2021-01-03T01:17:30;2021-01-06T01:19:38;360
20398;2021-02-17T04:02:44;2021-02-20T04:04:38;620
20399;2021-02-10T02:33:28;2021-02-13T02:34:24;620
20400;2021-02-15T22:21:41;2021-02-20T22:24:53;516
20401;2021-03-16T08:29:13;2021-03-18T08:31:55;360
20402;2021-03-04T12:36:24;2021-03-07T12:41:23;360
20403;2021-01-12T15:45:53;2021-01-15T15:46:34;620
20404;2021-01-21T14:20:20;2021-01-24T14:22:54;516
20405;2021-03-02T04:50:23;2021-03-06T04:51:50;516
20406;2021-04-15T17:46:42;2021-04-20T17:49:13;516
20407;2021-03-15T23:04:08;2021-03-17T23:05:24;516
20408;2021-01-17T02:42:32;2021-01-21T02:43:40;360
20409;2021-03-23T13:12:10;2021-03-25T13:13:14;516
20410;2021-03-05T22:54:25;2021-03-09T22:55:44;360
20411;2021-02-18T18:53:43;2021-02-20T18:55:48;360
20412;2021-02-13T08:51:04;2021-02-16T08:54:36;620
20413;2021-02-11T18:28:39;2021-02-15T18:30:49;360
20414;2021-04-12T22:37:28;2021-04-17T22:41:14;516
20415;2021-03-03T10:55:08;2021-03-05T11:00:03;360
20416;2021-04-06T19:48:03;2021-04-09T19:50:56;516
20417;2021-03-13T15:36:52;2021-03-16T15:39:12;516
20418;2021-02-07T09:25:01;2021-02-09T09:28:56;360
20419;2021-02-24T02:12:21;2021-03-01T02:15:04;360
20420;2021-01-06T13:05:44;2021-01-11T13:10:35;620
20421;2021-01-04T11:32:35;2021-01-06T11:33:00;516
20422;2021-02-28T17:54:10;2021-03-02T17:55:44;516
20423;2021-02-20T03:26:35;2021-02-22T03:28:47;360
20424;2021-04-11T05:46:03;2021-04-15T05:50:00;360
20425;2021-04-11T09:58:53;2021-04-16T09:59:26;360
20426;2021-01-19T07:00:10;2021-01-24T07:04:45;620
20427;2021-03-18T05:00:29;2021-03-21T05:05:18;516
20428;2021-01-13T00:23:59;2021-01-16T00:25:23;360
20429;2021-02-09T06:32:17;2021-02-12T06:35:55;620
20430;2021-02-18T10:05:23;2021-02-22T10:10:22;620
20431;2021-02-11T05:09:53;2021-02-15T05:14:41;360
20432;2021-02-20T14:05:32;2021-02-23T14:08:58;516
20433;2021-01-18T11:24:23;2021-01-23T11:29:18;360
20434;2021-02-24T10:06:30;2021-02-27T10:09:18;516
20435;2021-01-04T13:00:36;2021-01-08T13:04:09;360
20436;2021-03-22T22:15:40;2021-03-26T22:17:39;516
20437;2021-01-16T01:44:42;2021-01-18T01:45:24;516
20438;2021-02-06T21:24:25;2021-02-10T21:26:31;516
20439;2021-02-03T19:43:48;2021-02-05T19:48:46;620
20440;2021-03-20T20:53:58;2021-03-24T20:55:22;360
20441;2021-04-12T22:47:33;2021-04-14T22:48:47;360
20442;2021-03-16T02:58:49;2021-03-21T03:01:38;360
20443;2021-04-06T05:53:42;2021-04-11T05:57:52;360
20444;2021-04-13T18:06:25;2021-04-16T18:08:26;360
20445;2021-04-01T11:24:31;2021-04-06T11:26:59;516
20446;2021-04-04T19:54:36;2021-04-08T19:59:08;620
20447;2021-02-06T22:58:52;2021-02-10T23:01:04;620
20448;2021-03-30T19:27:36;2021-04-04T19:32:25;360
20449;2021-01-10T09:12:56;2021-01-13T09:15:02;360
